name,country,latitude,longitude,population,elevation,elevation_feet,elevation_source,elevation_confidence,source,distance_km_to_alps,nearest_international_airport,airport_confidence,airport_reasoning,driving_distance_km_time,driving_distance_confidence,driving_distance_reasoning,error
Recoaro Terme,IT,45.7051709,11.2249347,6453,445.0,1460.0,,,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Frastanz,AT,47.21735,9.62995,6434,489.0,1604.3,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Gradisca d'Isonzo,IT,45.8925,13.50167,6431,36.0,118.1,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Asiago,IT,45.8753771,11.5106998,6427,997.0,3271.0,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Vazzola,IT,45.8376705,12.3795417,6405,32.0,105.0,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Cordignano,IT,45.9489699,12.4160204,6374,55.0,180.4,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Breda di Piave,IT,45.7237273,12.3312346,6348,24.0,78.7,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Castello di Godego,IT,45.6923801,11.8810438,6347,57.0,187.0,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Hörbranz,AT,47.55,9.75,6346,414.0,1358.3,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Buia,IT,46.21222,13.11691,6327,194.0,636.5,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Caneva,IT,45.9686618,12.448097,6323,51.0,167.3,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Sesto al Reghena / Siest,IT,45.8476416,12.8155309,6316,12.0,39.4,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Pozzuolo del Friuli / Puçui,IT,45.986019,13.195029,6311,59.0,193.6,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Vigodarzere,IT,45.45751,11.88555,6278,14.0,45.9,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
San Giorgio di Nogaro,IT,45.82745,13.21088,6219,4.0,13.1,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Caldaro sulla Strada del Vino,IT,46.41326,11.24616,6183,428.0,1404.2,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Zugliano,IT,45.7336727,11.5214968,6166,153.0,502.0,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Gaiarine,IT,45.8805037,12.4815909,6161,16.0,52.5,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
San Fior,IT,45.920753,12.3581506,6153,55.0,180.4,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Giudecca,IT,45.42477,12.32906,6147,1.0,3.3,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Ceggia,IT,45.6864366,12.6375286,6145,10.0,32.8,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Villanova di Camposampiero,IT,45.4904556,11.9730203,6139,12.0,39.4,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Meolo,IT,45.6194293,12.4530566,6054,6.0,19.7,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Massanzago,IT,45.5555115,12.0074344,6045,17.0,55.8,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Fagagna / Feagne,IT,46.1134401,13.0845716,6035,180.0,590.6,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
San Vendemiano-Fossamerlo,IT,45.8918,12.32992,6034,52.0,170.6,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Kastelruth - Ciastel - Castelrotto,IT,46.5678425,11.5596852,5994,1064.0,3490.8,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
San Michele,IT,46.45472,11.26178,5967,409.0,1341.9,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Godega di Sant'Urbano,IT,45.9298483,12.3981101,5954,53.0,173.9,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Noventa di Piave,IT,45.6618875,12.5299422,5952,8.0,26.2,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Colceresa,IT,45.7181164,11.6070356,5908,100.0,328.1,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Cortina d'Ampezzo,IT,46.5383332,12.1373506,5907,1223.0,4012.5,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Saint-Gervais-les-Bains,FR,45.89126,6.71678,5882,927.0,3041.3,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Majano / Maian,IT,46.185205,13.0682141,5877,169.0,554.5,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Kirchbichl,AT,47.51743,12.09629,5855,523.0,1715.9,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Fossalta di Portogruaro,IT,45.7917474,12.9090234,5843,7.0,23.0,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Lignano Sabbiadoro,IT,45.6759,13.11727,5837,11.0,36.1,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
San Giorgio in Bosco,IT,45.5918514,11.8059588,5834,32.0,105.0,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Setteville,IT,45.92125,11.93109,5820,279.0,915.4,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Frescada,IT,45.62878,12.23671,5800,9.0,29.5,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Sernaglia della Battaglia,IT,45.8747312,12.1331619,5799,117.0,383.9,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Cormons,IT,45.95531,13.46683,5795,48.0,157.5,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Sterzing - Vipiteno,IT,46.8963235,11.4319398,5785,948.0,3110.2,,,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Dosson,IT,45.63605,12.25409,5783,12.0,39.4,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Amras,AT,47.25,11.41667,5771,774.0,2539.4,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Lochau,AT,47.53333,9.75,5747,421.0,1381.2,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Ca' Savio,IT,45.45375,12.45729,5737,6.0,19.7,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Schlanders - Silandro,IT,46.6280688,10.7734765,5733,721.0,2365.5,,,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Cornuda,IT,45.8319666,12.0080268,5730,159.0,521.7,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Reutte,DE,47.4891092,10.7187955,5719,853.0,2798.6,,,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Crocetta del Montello,IT,45.83667,12.03361,5709,153.0,502.0,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Majano,IT,46.18752,13.06162,5690,156.0,511.8,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Blaichach,DE,47.54208,10.25846,5625,734.0,2408.1,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Tricesimo,IT,46.16058,13.21566,5590,185.0,607.0,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Brugnera,IT,45.89947,12.54178,5585,16.0,52.5,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Remanzacco / Remanzâs,IT,46.0855837,13.3243217,5547,111.0,364.2,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Valle Aurina - Ahrntal,IT,46.99623,11.97988,5517,1061.0,3481.0,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Castelgomberto,IT,45.5852852,11.3944971,5482,142.0,465.9,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Pavia di Udine / Pavie,IT,45.9963174,13.3041373,5477,61.0,200.1,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Torrebelvicino,IT,45.7188875,11.3086976,5476,275.0,902.2,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Völkendorf,AT,46.60806,13.83153,5474,515.0,1689.6,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Fontanelle,IT,45.8313331,12.4675458,5471,16.0,52.5,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Aviano-Castello,IT,46.06759,12.58324,5465,161.0,528.2,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Bolzano Vicentino,IT,45.6007102,11.6221007,5455,35.0,114.8,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Pasian di Prato,IT,46.04667,13.1878,5447,101.0,331.4,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Mühlau,AT,47.28333,11.4,5435,691.0,2267.1,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Martignacco / Martignà,IT,46.0977183,13.1347959,5405,141.0,462.6,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Villaverla,IT,45.6511748,11.4940528,5389,77.0,252.6,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Oberammergau,DE,47.597344,11.0640664,5379,837.0,2746.1,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Campo San Martino,IT,45.544396,11.810404,5371,22.0,72.2,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Hopfgarten im Brixental,DE,47.4504996,12.1558791,5365,597.0,1958.7,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Longarone / Longaron,IT,46.265786,12.2999366,5359,497.0,1630.6,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Sterzing,IT,46.89313,11.42961,5356,940.0,3084.0,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Palmanova,IT,45.9054635,13.3099318,5352,26.0,85.3,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Ala,IT,45.76072,11.00458,5331,178.0,584.0,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Roveredo in Piano,IT,46.00847,12.61938,5323,91.0,298.6,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Axams,AT,47.2307532,11.279297,5318,874.0,2867.5,,,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Vomp,DE,47.3422672,11.683269,5283,569.0,1866.8,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Povoletto / Paulêt,IT,46.1181791,13.2987971,5276,134.0,439.6,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Santorso,IT,45.7372986,11.3903211,5272,227.0,744.8,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Zelarino,IT,45.51508,12.2079,5260,9.0,29.5,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Lovere,IT,45.81379,10.06995,5255,212.0,695.5,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Lind,AT,46.62244,13.84715,5252,506.0,1660.1,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Pisogne,IT,45.80777,10.11023,5248,190.0,623.4,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Kirchberg in Tirol,AT,47.44539,12.31602,5245,823.0,2700.1,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Neumarkt - Egna,IT,46.3169161,11.2725698,5232,222.0,728.3,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Kirchberg in Tirol,DE,47.4475913,12.3144495,5223,816.0,2677.2,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Mattarello,IT,46.00865,11.12984,5214,203.0,666.0,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Manzano,IT,45.98843,13.37674,5168,66.0,216.5,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Cosio Valtellino,IT,46.13509,9.55164,5135,222.0,728.3,opentopo,0.9,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Megève,FR,45.85687,6.61775,5129,1104.0,3622.0,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Colle Umberto,IT,45.9409837,12.3409719,5111,132.0,433.1,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Sarcedo,IT,45.7078513,11.5260472,5092,153.0,502.0,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Ponte nelle Alpi-Polpet,IT,46.18833,12.27833,5089,407.0,1335.3,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Naturns - Naturno,IT,46.6498856,11.0041954,5089,532.0,1745.4,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Codognè,IT,45.8667947,12.4339077,5068,27.0,88.6,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Martignacco,IT,46.09313,13.13973,5050,130.0,426.5,open_elevation,0.85,geonames,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Baselga di Piné,IT,46.133108,11.2460028,5038,964.0,3162.7,opentopo,0.9,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
Villa del Conte,IT,45.586598,11.859005,5030,28.0,91.9,open_elevation,0.85,osm,0.0,,,,,,,OpenAI API call failed: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
